stepCount,OfficeAverageGains,MasterBedroomAverageGains,BathroomAverageGains,EnvironmentSiteExteriorHorizontalSkyIlluminance,EnvironmentSiteRainStatus,EnvironmentSiteOutdoorAirDrybulbTemperature,EMSwarmUpComplete,MainZoneMeanAirTemperature,EMSepTimeStep,LivingRoomAverageGains,MainZoneMeanRadiantTemperature,MainZoneNumberOfOccupants,MainZoneAirRelativeHumidity,MainDaylightingReferencePoint1Illuminance,MainZoneWindowState,KitchenAverageGains
0,0.00000,0.00000,0.00000,,,11.00000,,,,0.00000,,0.00000,,,0.00000,0.00000
